Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft)
Tardeo,2 BHK Apartment,110000,1100 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Tardeo,2 BHK Apartment,80000,950 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Tardeo,2 BHK Apartment,75000,700 sq.ft,Fully Furnished,2,Missing,1.0,550 sq.ft
Tardeo,2 BHK Apartment,100000,1050 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Tardeo,2 BHK Apartment,90000,950 sq.ft,Semi Furnished,2,1,1.0,850 sq.ft
Tardeo,2 BHK Apartment,200000,1300 sq.ft,Fully Furnished,3,Missing,0.0,1150 sq.ft
Tardeo,2 BHK Apartment,95000,1050 sq.ft,Fully Furnished,2,Missing,1.0,860 sq.ft
Tardeo,3 BHK Apartment,250000,2500 sq.ft,Semi Furnished,3,3,2.0,2000 sq.ft
Tardeo,1 BHK Apartment,40000,400 sq.ft,Semi Furnished,1,Missing,0.0,365 sq.ft
Tardeo,1 BHK Apartment,45000,400 sq.ft,Fully Furnished,1,Missing,0.0,350 sq.ft
Tardeo,1 RK Apartment,28000,300 sq.ft,Unfurnished,1,Missing,0.0,250 sq.ft
Tardeo,2 BHK Apartment,145000,1150 sq.ft,Fully Furnished,2,Missing,1.0,1000 sq.ft
Tardeo,3 BHK Apartment,150000,1600 sq.ft,Semi Furnished,3,3,2.0,1400 sq.ft
Tardeo,1 BHK Apartment,45000,550 sq.ft,Semi Furnished,1,Missing,0.0,400 sq.ft
Tardeo,1 RK Apartment,40000,350 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Tardeo,1 RK Apartment,40000,350 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Tardeo,2 BHK Apartment,140000,1200 sq.ft,Fully Furnished,2,Missing,1.0,Missing
Tardeo,2 BHK Apartment,160000,1200 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Tardeo,2 BHK Apartment,160000,1200 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Tardeo,1 RK Apartment,40000,480 sq.ft,Fully Furnished,1,Missing,0.0,360 sq.ft
Tardeo,2 BHK Apartment,140000,1100 sq.ft,Fully Furnished,2,1,1.0,940 sq.ft
Tardeo,1 RK Apartment,55000,620 sq.ft,Fully Furnished,1,Missing,0.0,480 sq.ft
Tardeo,2 BHK Apartment,120000,1100 sq.ft,Fully Furnished,2,1,1.0,950 sq.ft
Tardeo,3 BHK Apartment,200000,2000 sq.ft,Semi Furnished,4,Missing,2.0,1530 sq.ft
Tardeo,3 BHK Apartment,180000,2200 sq.ft,Semi Furnished,4,Missing,2.0,1530 sq.ft
Tardeo,2 BHK Apartment,90000,950 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Tardeo,3 BHK Apartment,250000,2200 sq.ft,Fully Furnished,4,1,2.0,1800 sq.ft
Tardeo,2 BHK Apartment,67000,950 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Tardeo,2 BHK Apartment,95000,1000 sq.ft,Fully Furnished,2,Missing,1.0,800 sq.ft
Tardeo,3 BHK Apartment,130000,2000 sq.ft,Fully Furnished,3,2,1.0,1400 sq.ft
Tardeo,2 BHK Apartment,60000,650 sq.ft,Fully Furnished,2,Missing,0.0,580 sq.ft
Tardeo,2 BHK Apartment,110000,1000 sq.ft,Fully Furnished,2,Missing,1.0,850 sq.ft
Tardeo,1 BHK Apartment,32000,350 sq.ft,Fully Furnished,1,Missing,0.0,300 sq.ft
Tardeo,1 RK Apartment,35000,400 sq.ft,Fully Furnished,1,Missing,0.0,300 sq.ft
Tardeo,2 BHK Apartment,130000,1150 sq.ft,Unfurnished,2,Missing,1.0,1000 sq.ft
Tardeo,2 BHK Apartment,85000,950 sq.ft,Unfurnished,2,Missing,1.0,800 sq.ft
Tardeo,3 BHK Apartment,200000,1300 sq.ft,Fully Furnished,3,Missing,2.0,1120 sq.ft
Tardeo,1 RK Apartment,40000,450 sq.ft,Fully Furnished,2,Missing,0.0,320 sq.ft
Tardeo,1 RK Apartment,40000,350 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Tardeo,1 BHK Apartment,28000,290 sq.ft,Fully Furnished,1,1,0.0,270 sq.ft
Tardeo,1 BHK Apartment,35000,450 sq.ft,Semi Furnished,1,Missing,0.0,400 sq.ft
Tardeo,1 RK Apartment,25000,300 sq.ft,Unfurnished,1,1,1.0,250 sq.ft
Tardeo,1 BHK Apartment,50000,550 sq.ft,Fully Furnished,2,1,1.0,500 sq.ft
Tardeo,1 BHK Apartment,45000,550 sq.ft,Fully Furnished,2,1,1.0,500 sq.ft
Tardeo,1 BHK Apartment,45000,300 sq.ft,Semi Furnished,1,1,0.0,Missing
Tardeo,1 BHK Apartment,32000,400 sq.ft,Semi Furnished,1,Missing,0.0,225 sq.ft
Tardeo,3 BHK Apartment,100000,1250 sq.ft,Semi Furnished,2,1,1.0,Missing
Tardeo,1 BHK Apartment,40000,400 sq.ft,Fully Furnished,Missing,Missing,0.0,300 sq.ft
Tardeo,2 BHK Apartment,72000,890 sq.ft,Fully Furnished,2,1,0.0,650 sq.ft
Tardeo,3 BHK Apartment,185000,2000 sq.ft,Semi Furnished,7,Missing,0.0,1500 sq.ft
Tardeo,3 BHK Apartment,165000,2000 sq.ft,Fully Furnished,3,Missing,0.0,1500 sq.ft
Tardeo,3 BHK Apartment,150000,1560 sq.ft,Semi Furnished,2,Missing,0.0,975 sq.ft
Tardeo,3 BHK Apartment,165000,1365 sq.ft,Fully Furnished,Missing,Missing,0.0,1090 sq.ft
Tardeo,3 BHK Apartment,165000,1365 sq.ft,Fully Furnished,Missing,Missing,0.0,1090 sq.ft
Tardeo,2 BHK Apartment,125000,1000 sq.ft,Fully Furnished,3,Missing,1.0,874 sq.ft
Tardeo,2 BHK Apartment,70000,1450 sq.ft,Unfurnished,2,1,1.0,850 sq.ft
Tardeo,3 BHK Apartment,140000,1450 sq.ft,Semi Furnished,2,Missing,0.0,950 sq.ft
Tardeo,2 BHK Apartment,135000,1200 sq.ft,Semi Furnished,3,Missing,0.0,850 sq.ft
Tardeo,1 RK Apartment,25000,225 sq.ft,Unfurnished,1,Missing,1.0,Missing
Tardeo,2 BHK Apartment,45000,500 sq.ft,Fully Furnished,2,1,1.0,500 sq.ft
Tardeo,1 BHK Apartment,48000,600 sq.ft,Fully Furnished,2,1,1.0,500 sq.ft
Tardeo,1 BHK Apartment,60000,620 sq.ft,Fully Furnished,1,1,2.0,500 sq.ft
Tardeo,2 BHK Apartment,60000,900 sq.ft,Semi Furnished,2,Missing,0.0,700 sq.ft
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,1 RK Apartment,26000,350 sq.ft,Unfurnished,1,Missing,0.0,285 sq.ft
Tardeo,1 RK Apartment,26000,350 sq.ft,Unfurnished,1,Missing,0.0,285 sq.ft
Tardeo,3 BHK Apartment,135000,1200 sq.ft,Fully Furnished,2,Missing,1.0,875 sq.ft
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,1 RK Apartment,26000,350 sq.ft,Unfurnished,1,Missing,0.0,285 sq.ft
Tardeo,1 RK Apartment,25000,300 sq.ft,Semi Furnished,1,Missing,0.0,Missing
Tardeo,2 BHK Apartment,125000,1100 sq.ft,Semi Furnished,2,Missing,1.0,800 sq.ft
Tardeo,2 BHK Apartment,140000,1100 sq.ft,Fully Furnished,2,Missing,1.0,870 sq.ft
Tardeo,1 BHK Apartment,60000,650 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,1 BHK Apartment,60000,650 sq.ft,Fully Furnished,3,2,1.0,Missing
Tardeo,3 BHK Apartment,350000,2400 sq.ft,Fully Furnished,3,1,1.0,1900 sq.ft
Tardeo,1 RK Apartment,45000,350 sq.ft,Fully Furnished,1,1,0.0,300 sq.ft
Tardeo,1 BHK Apartment,45000,500 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Tardeo,1 BHK Apartment,25000,265 sq.ft,Unfurnished,2,Missing,0.0,260 sq.ft
Tardeo,2 BHK Apartment,110000,1200 sq.ft,Fully Furnished,2,1,1.0,900 sq.ft
Tardeo,1 BHK Apartment,60000,650 sq.ft,Unfurnished,2,Missing,0.0,550 sq.ft
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,3 BHK Apartment,125000,1200 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,1 BHK Apartment,60000,650 sq.ft,Fully Furnished,3,2,0.0,Missing
Tardeo,3 BHK Apartment,350000,3500 sq.ft,Fully Furnished,4,Missing,0.0,2000 sq.ft
Tardeo,1 BHK Apartment,57000,560 sq.ft,Unfurnished,1,Missing,0.0,Missing
Vidyavihar,2 BHK Apartment,45000,900 sq.ft,Semi Furnished,2,1,1.0,735 sq.ft
Vidyavihar,1 BHK Apartment,25000,950 sq.ft,Unfurnished,2,1,1.0,600 sq.ft
Vidyavihar,1 BHK Apartment,40000,750 sq.ft,Semi Furnished,2,1,1.0,500 sq.ft
Vidyavihar,3 BHK Apartment,60000,1450 sq.ft,Unfurnished,3,1,1.0,1150 sq.ft
Vidyavihar,3 BHK Apartment,65000,1600 sq.ft,Semi Furnished,3,1,1.0,1350 sq.ft
Vidyavihar,2 BHK Apartment,28000,700 sq.ft,Fully Furnished,2,1,2.0,500 sq.ft
Vidyavihar,3 BHK Apartment,60000,1800 sq.ft,Fully Furnished,3,Missing,3.0,1300 sq.ft
Vidyavihar,3 BHK Apartment,65000,1300 sq.ft,Fully Furnished,2,2,1.0,950 sq.ft
Vidyavihar,1 RK Apartment,12000,260 sq.ft,Semi Furnished,1,Missing,1.0,230 sq.ft
Vidyavihar,1 BHK Apartment,27000,660 sq.ft,Unfurnished,2,1,1.0,600 sq.ft
Vidyavihar,1 BHK Apartment,30000,800 sq.ft,Unfurnished,2,Missing,0.0,Missing
Vidyavihar,1 RK Apartment,20000,450 sq.ft,Semi Furnished,1,1,1.0,380 sq.ft
Vidyavihar,3 BHK Apartment,69900,2000 sq.ft,Semi Furnished,4,2,3.0,1100 sq.ft
Vidyavihar,3 BHK Apartment,70000,2000 sq.ft,Semi Furnished,4,2,3.0,1100 sq.ft
Vidyavihar,2 BHK Apartment,36000,1000 sq.ft,Semi Furnished,2,Missing,0.0,750 sq.ft
Vidyavihar,1 RK Apartment,15000,325 sq.ft,Unfurnished,1,Missing,0.0,225 sq.ft
Vidyavihar,1 BHK Apartment,27000,600 sq.ft,Fully Furnished,1,Missing,0.0,480 sq.ft
Vidyavihar,2 BHK Apartment,55000,750 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Vidyavihar,1 RK Apartment,1000000,225 sq.ft,Semi Furnished,Missing,Missing,2.0,200 sq.ft
Vidyavihar,1 RK Apartment,20000,300 sq.ft,Semi Furnished,1,Missing,0.0,300 sq.ft
Vidyavihar,3 BHK Apartment,65000,1370 sq.ft,Unfurnished,3,Missing,0.0,900 sq.ft
Vidyavihar,1 BHK Apartment,22000,450 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Vidyavihar,3 BHK Apartment,65000,1500 sq.ft,Semi Furnished,3,1,1.0,1257 sq.ft
Vidyavihar,3 BHK Apartment,90000,1450 sq.ft,Fully Furnished,3,3,1.0,1150 sq.ft
Vidyavihar,3 BHK Apartment,75000,1650 sq.ft,Fully Furnished,4,Missing,0.0,1150 sq.ft
Vidyavihar,1 RK Apartment,14000,240 sq.ft,Unfurnished,1,Missing,1.0,Missing
Vidyavihar,2 BHK Apartment,55000,1250 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Vidyavihar,1 BHK Apartment,40000,700 sq.ft,Semi Furnished,2,Missing,1.0,430 sq.ft
Vidyavihar,2 BHK Apartment,50000,1100 sq.ft,Semi Furnished,2,Missing,1.0,1000 sq.ft
Vidyavihar,1 RK Apartment,16500,300 sq.ft,Semi Furnished,1,Missing,1.0,300 sq.ft
Vidyavihar,1 BHK Apartment,23000,950 sq.ft,Unfurnished,1,Missing,2.0,Missing
Vidyavihar,1 RK Apartment,18000,520 sq.ft,Semi Furnished,1,Missing,1.0,Missing
Vidyavihar,1 RK Apartment,22000,400 sq.ft,Semi Furnished,1,Missing,2.0,Missing
Vidyavihar,2 BHK Apartment,42000,810 sq.ft,Semi Furnished,2,Missing,1.0,Missing
Vidyavihar,2 BHK Apartment,55000,810 sq.ft,Fully Furnished,2,Missing,2.0,Missing
Vidyavihar,1 BHK Apartment,7000,400 sq.ft,Unfurnished,1,Missing,0.0,Missing
Vidyavihar,1 BHK Apartment,22000,500 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Vidyavihar,1 BHK Apartment,34000,700 sq.ft,Semi Furnished,2,Missing,0.0,Missing
Vikhroli,2 BHK Apartment,45000,750 sq.ft,Semi Furnished,2,1,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,64000,843 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,3 BHK Apartment,67000,1475 sq.ft,Unfurnished,2,1,1.0,950 sq.ft
Vikhroli,2 BHK Apartment,57000,1000 sq.ft,Semi Furnished,2,1,1.0,777 sq.ft
Vikhroli,1 BHK Apartment,39000,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Vikhroli,2 BHK Apartment,50000,850 sq.ft,Semi Furnished,2,1,1.0,794 sq.ft
Vikhroli,2 BHK Apartment,55000,950 sq.ft,Semi Furnished,2,1,1.0,850 sq.ft
Vikhroli,2 BHK Apartment,41000,1053 sq.ft,Unfurnished,2,Missing,1.0,646 sq.ft
Vikhroli,2 BHK Apartment,38000,900 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Vikhroli,1 BHK Apartment,45000,600 sq.ft,Fully Furnished,1,Missing,1.0,480 sq.ft
Vikhroli,1 BHK Apartment,40000,550 sq.ft,Semi Furnished,2,1,1.0,450 sq.ft
Vikhroli,2 BHK Apartment,42000,1050 sq.ft,Unfurnished,2,Missing,1.0,656 sq.ft
Vikhroli,2 BHK Apartment,40000,700 sq.ft,Semi Furnished,2,Missing,1.0,550 sq.ft
Vikhroli,2 BHK Apartment,55000,888 sq.ft,Semi Furnished,2,Missing,1.0,775 sq.ft
Vikhroli,2 BHK Apartment,57000,1000 sq.ft,Semi Furnished,2,2,2.0,Missing
Vikhroli,3 BHK Apartment,70000,1650 sq.ft,Semi Furnished,3,1,2.0,1300 sq.ft
Vikhroli,1 BHK Apartment,37050,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,2 BHK Apartment,55000,875 sq.ft,Semi Furnished,2,1,1.0,730 sq.ft
Vikhroli,1 BHK Apartment,38050,600 sq.ft,Semi Furnished,1,Missing,2.0,Missing
Vikhroli,2 BHK Apartment,55000,1238 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,2 BHK Apartment,37000,750 sq.ft,Unfurnished,2,1,1.0,527 sq.ft
Vikhroli,1 BHK Apartment,40000,600 sq.ft,Fully Furnished,1,1,1.0,549 sq.ft
Vikhroli,2 BHK Apartment,55000,650 sq.ft,Fully Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,3 BHK Apartment,78000,1200 sq.ft,Semi Furnished,3,Missing,1.0,1110 sq.ft
Vikhroli,1 BHK Apartment,27000,650 sq.ft,Unfurnished,2,Missing,1.0,440 sq.ft
Vikhroli,3 BHK Apartment,85000,1750 sq.ft,Semi Furnished,3,2,1.0,1350 sq.ft
Vikhroli,3 BHK Apartment,90000,1900 sq.ft,Semi Furnished,3,Missing,2.0,1350 sq.ft
Vikhroli,1 BHK Apartment,35000,900 sq.ft,Semi Furnished,1,Missing,1.0,700 sq.ft
Vikhroli,2 BHK Apartment,40000,720 sq.ft,Fully Furnished,2,1,1.0,Missing
Vikhroli,3 BHK Apartment,84001,1200 sq.ft,Semi Furnished,3,Missing,1.0,1092 sq.ft
Vikhroli,3 BHK Apartment,66000,1560 sq.ft,Semi Furnished,2,1,1.0,950 sq.ft
Vikhroli,1 BHK Apartment,39000,665 sq.ft,Semi Furnished,1,Missing,1.0,476 sq.ft
Vikhroli,3 BHK Apartment,78000,1300 sq.ft,Semi Furnished,3,2,2.0,1100 sq.ft
Vikhroli,2 BHK Apartment,44000,950 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Vikhroli,1 BHK Apartment,45000,620 sq.ft,Unfurnished,1,1,1.0,480 sq.ft
Vikhroli,3 BHK Apartment,100000,1480 sq.ft,Semi Furnished,3,2,3.0,1300 sq.ft
Vikhroli,2 BHK Apartment,38000,900 sq.ft,Unfurnished,2,Missing,1.0,720 sq.ft
Vikhroli,1 BHK Apartment,33000,600 sq.ft,Semi Furnished,1,Missing,2.0,500 sq.ft
Vikhroli,1 BHK Apartment,42000,623 sq.ft,Semi Furnished,1,1,1.0,480 sq.ft
Vikhroli,1 RK Apartment,23000,400 sq.ft,Fully Furnished,1,Missing,1.0,270 sq.ft
Vikhroli,3 BHK Apartment,65000,1400 sq.ft,Fully Furnished,3,1,1.0,1050 sq.ft
Vikhroli,2 BHK Apartment,61000,1160 sq.ft,Semi Furnished,2,1,2.0,820 sq.ft
Vikhroli,3 BHK Apartment,65000,1250 sq.ft,Semi Furnished,3,3,1.0,950 sq.ft
Vikhroli,2 BHK Apartment,65000,950 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Vikhroli,2 BHK Apartment,45000,990 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,3 BHK Apartment,57000,1400 sq.ft,Unfurnished,3,4,1.0,770 sq.ft
Vikhroli,2 BHK Apartment,38000,1050 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,1 RK Apartment,17500,380 sq.ft,Semi Furnished,1,1,1.0,270 sq.ft
Vikhroli,2 BHK Apartment,50000,675 sq.ft,Fully Furnished,2,Missing,1.0,675 sq.ft
Vikhroli,1 BHK Apartment,36000,600 sq.ft,Semi Furnished,2,1,1.0,450 sq.ft
Vikhroli,2 BHK Apartment,40000,1000 sq.ft,Semi Furnished,2,Missing,1.0,655 sq.ft
Vikhroli,2 BHK Apartment,56000,1039 sq.ft,Fully Furnished,2,Missing,1.0,Missing
Vikhroli,1 BHK Apartment,25000,550 sq.ft,Unfurnished,1,1,0.0,480 sq.ft
Vikhroli,2 BHK Apartment,48000,750 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,52000,1500 sq.ft,Semi Furnished,2,1,2.0,1050 sq.ft
Vikhroli,1 BHK Apartment,45000,630 sq.ft,Unfurnished,2,Missing,1.0,473 sq.ft
Vikhroli,1 BHK Apartment,35000,550 sq.ft,Semi Furnished,1,1,1.0,486 sq.ft
Vikhroli,3 BHK Apartment,60000,1000 sq.ft,Semi Furnished,3,1,1.0,950 sq.ft
Vikhroli,1 BHK Apartment,38000,550 sq.ft,Fully Furnished,1,Missing,1.0,495 sq.ft
Vikhroli,1 BHK Apartment,38000,540 sq.ft,Fully Furnished,1,Missing,1.0,475 sq.ft
Vikhroli,1 BHK Apartment,45000,600 sq.ft,Fully Furnished,1,Missing,1.0,493 sq.ft
Vikhroli,2 BHK Apartment,55000,850 sq.ft,Semi Furnished,2,1,1.0,795 sq.ft
Vikhroli,1 BHK Apartment,37000,600 sq.ft,Semi Furnished,1,Missing,1.0,493 sq.ft
Vikhroli,3 BHK Apartment,60000,940 sq.ft,Semi Furnished,2,1,1.0,845 sq.ft
Vikhroli,3 BHK Apartment,75000,1050 sq.ft,Semi Furnished,3,1,2.0,960 sq.ft
Vikhroli,3 BHK Apartment,125000,1550 sq.ft,Semi Furnished,3,1,2.0,1250 sq.ft
Vikhroli,1 BHK Apartment,45000,598 sq.ft,Fully Furnished,2,Missing,1.0,480 sq.ft
Vikhroli,1 BHK Apartment,37000,585 sq.ft,Fully Furnished,2,Missing,1.0,480 sq.ft
Vikhroli,2 BHK Apartment,65000,1077 sq.ft,Semi Furnished,2,Missing,1.0,950 sq.ft
Vikhroli,3 BHK Apartment,75000,1277 sq.ft,Semi Furnished,2,Missing,1.0,1155 sq.ft
Vikhroli,2 BHK Apartment,55000,918 sq.ft,Semi Furnished,2,Missing,1.0,795 sq.ft
Vikhroli,3 BHK Apartment,75000,1280 sq.ft,Semi Furnished,3,Missing,1.0,1150 sq.ft
Vikhroli,1 BHK Apartment,38000,520 sq.ft,Semi Furnished,2,Missing,1.0,497 sq.ft
Vikhroli,3 BHK Apartment,65000,1080 sq.ft,Semi Furnished,3,Missing,1.0,960 sq.ft
Vikhroli,1 BHK Apartment,38000,600 sq.ft,Semi Furnished,2,Missing,1.0,497 sq.ft
Vikhroli,3 BHK Apartment,75000,1250 sq.ft,Semi Furnished,2,Missing,1.0,1155 sq.ft
Vikhroli,1 BHK Apartment,38000,610 sq.ft,Semi Furnished,2,Missing,1.0,497 sq.ft
Vikhroli,2 BHK Apartment,55000,920 sq.ft,Semi Furnished,2,Missing,1.0,795 sq.ft
Vikhroli,3 BHK Apartment,65000,1155 sq.ft,Semi Furnished,3,Missing,1.0,950 sq.ft
Vikhroli,3 BHK Apartment,65000,1250 sq.ft,Semi Furnished,3,Missing,1.0,1155 sq.ft
Vikhroli,1 BHK Apartment,35000,600 sq.ft,Semi Furnished,1,Missing,1.0,497 sq.ft
Vikhroli,1 BHK Apartment,34000,600 sq.ft,Semi Furnished,1,Missing,1.0,505 sq.ft
Vikhroli,2 BHK Apartment,55000,950 sq.ft,Semi Furnished,2,1,1.0,770 sq.ft
Vikhroli,2 BHK Apartment,54000,950 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Vikhroli,3 BHK Apartment,65000,1020 sq.ft,Semi Furnished,2,1,1.0,890 sq.ft
Vikhroli,2 BHK Apartment,65000,1050 sq.ft,Semi Furnished,2,1,1.0,859 sq.ft
Vikhroli,3 BHK Apartment,75000,1550 sq.ft,Semi Furnished,3,1,2.0,1350 sq.ft
Vikhroli,3 BHK Apartment,70000,1500 sq.ft,Fully Furnished,3,3,1.0,1100 sq.ft
Vikhroli,3 BHK Apartment,65000,1150 sq.ft,Semi Furnished,2,1,1.0,1046 sq.ft
Vikhroli,3 BHK Apartment,80000,1350 sq.ft,Semi Furnished,3,Missing,1.0,1276 sq.ft
Vikhroli,2 BHK Apartment,49000,850 sq.ft,Semi Furnished,2,1,1.0,640 sq.ft
Vikhroli,2 BHK Apartment,42000,940 sq.ft,Semi Furnished,2,1,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,42000,860 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,45000,659 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,2 BHK Apartment,42000,970 sq.ft,Unfurnished,2,Missing,1.0,640 sq.ft
Vikhroli,2 BHK Apartment,56000,685 sq.ft,Unfurnished,Missing,Missing,1.0,685 sq.ft
Vikhroli,2 BHK Apartment,45000,630 sq.ft,Unfurnished,2,Missing,1.0,630 sq.ft
Vikhroli,2 BHK Apartment,45000,650 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,45000,650 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,45000,750 sq.ft,Fully Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,41000,659 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,45000,635 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,44000,675 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,47000,695 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,51000,750 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,55000,785 sq.ft,Unfurnished,2,1,1.0,Missing
Vikhroli,2 BHK Apartment,44000,659 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,45000,658 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,48000,659 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,49000,725 sq.ft,Unfurnished,2,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,45000,800 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,42000,780 sq.ft,Semi Furnished,2,Missing,1.0,648 sq.ft
Vikhroli,3 BHK Apartment,55000,1000 sq.ft,Semi Furnished,3,Missing,1.0,950 sq.ft
Vikhroli,2 BHK Apartment,39000,750 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,38000,750 sq.ft,Semi Furnished,2,1,1.0,650 sq.ft
Vikhroli,2 BHK Apartment,42000,750 sq.ft,Semi Furnished,2,Missing,1.0,648 sq.ft
Vikhroli,2 BHK Apartment,40000,750 sq.ft,Semi Furnished,2,Missing,1.0,648 sq.ft
Vikhroli,3 BHK Apartment,75000,1300 sq.ft,Semi Furnished,3,Missing,1.0,1170 sq.ft
Vikhroli,2 BHK Apartment,55000,850 sq.ft,Semi Furnished,2,Missing,1.0,780 sq.ft
Vikhroli,3 BHK Apartment,76000,1350 sq.ft,Semi Furnished,3,Missing,1.0,1276 sq.ft
Vikhroli,2 BHK Apartment,55000,1200 sq.ft,Semi Furnished,2,Missing,1.0,1100 sq.ft
Vikhroli,2 BHK Apartment,65000,850 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,3 BHK Apartment,80000,1250 sq.ft,Semi Furnished,4,2,3.0,Missing
Vikhroli,2 BHK Apartment,60000,778 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,1 BHK Apartment,45000,463 sq.ft,Semi Furnished,1,Missing,1.0,Missing
Vikhroli,2 BHK Apartment,65000,829 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,2 BHK Apartment,68000,849 sq.ft,Semi Furnished,2,1,1.0,Missing
Vikhroli,1 BHK Apartment,38100,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,1 BHK Apartment,37200,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,1 BHK Apartment,42000,600 sq.ft,Fully Furnished,1,1,2.0,Missing
Vikhroli,2 BHK Apartment,55100,1000 sq.ft,Semi Furnished,2,1,2.0,Missing
Vikhroli,2 BHK Apartment,58000,1000 sq.ft,Semi Furnished,2,1,2.0,Missing
Vikhroli,2 BHK Apartment,56000,1000 sq.ft,Semi Furnished,2,2,2.0,Missing
Vikhroli,1 BHK Apartment,35200,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,1 BHK Apartment,37100,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,1 BHK Apartment,40000,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,1 BHK Apartment,43000,600 sq.ft,Fully Furnished,1,1,2.0,Missing
Vikhroli,2 BHK Apartment,55200,1000 sq.ft,Semi Furnished,2,1,2.0,Missing
Vikhroli,1 BHK Apartment,35100,600 sq.ft,Semi Furnished,1,1,2.0,Missing
Vikhroli,2 BHK Apartment,46000,850 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
